page_no,bid_number,detail_url,items,quantity,department,start_date,end_date,relevance,relevance_score,match_count,match_relevency,matches,matches_status,relevency_result,main_relevency_score,dept,ra_no,ra_url,Representation_json,Corrigendum_json
36,GEM/2025/B/6986240,https://bidplus.gem.gov.in/showbidDocument/8697171,Event or Seminar or Workshop o...,1,Sports Youth and Cultural Activities Department Gujarat,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.07770430172063729,0,0,[],No,1,0.5357777105687775,,GEM/2025/R/598209,https://bidplus.gem.gov.in/showradocumentPdf/8772355,,
36,GEM/2025/B/6822553,https://bidplus.gem.gov.in/showbidDocument/8509909,Event or Seminar or Workshop o...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.07770430172063729,0,0,[],No,1,0.5357777105687775,,GEM/2025/R/598200,https://bidplus.gem.gov.in/showradocumentPdf/8772300,,
36,GEM/2025/B/7000092,https://bidplus.gem.gov.in/showbidDocument/8712557,Drinking Water ATM / Water Ven...,1,Rural Development Department Bihar,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.049339914331306745,0,0,[],No,1,0.5591958310773149,,GEM/2025/R/598197,https://bidplus.gem.gov.in/showradocumentPdf/8772295,,
36,GEM/2025/B/6990970,https://bidplus.gem.gov.in/showbidDocument/8702388,Spices And Condiments - Corian...,197,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.12457198844531175,0,0,[],No,1,0.6852960012049678,CelQuant 5 plus Reagents,GEM/2025/R/598196,https://bidplus.gem.gov.in/showradocumentPdf/8772287,,
36,GEM/2025/B/6929064,https://bidplus.gem.gov.in/showbidDocument/8631842,,9,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598169,https://bidplus.gem.gov.in/showradocumentPdf/8772150,,
36,GEM/2025/B/6956756,https://bidplus.gem.gov.in/showbidDocument/8663425,Dental Amalgam Conforming to I...,75,Health Department Haryana,30-12-2025 3:00 PM,01-01-2026 10:00 AM,0,0.09588658177324082,0,0,[],No,1,0.5913395767738028,,GEM/2025/R/598202,https://bidplus.gem.gov.in/showradocumentPdf/8772330,,
37,GEM/2025/B/6934698,https://bidplus.gem.gov.in/showbidDocument/8638160,ROUND POLYESTER SLING 10 TON 1...,58,"Ministry of Defence
Department of Defence Production",30-12-2025 3:00 PM,31-12-2025 4:00 PM,0,0.13594178834879617,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.5716187711776266,,GEM/2025/R/598223,https://bidplus.gem.gov.in/list-ra-schedules/8772428,,
37,GEM/2025/B/6454491,https://bidplus.gem.gov.in/showbidDocument/8091336,Custom Bid for Services - Supp...,1,"Ministry of Communications
Department of Telecommunications (DOT)",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.03172084826060962,0,0,[],No,1,0.5862990480277289,,GEM/2025/R/598149,https://bidplus.gem.gov.in/showradocumentPdf/8772053,,
37,GEM/2025/B/6454590,https://bidplus.gem.gov.in/showbidDocument/8091449,Custom Bid for Services - Supp...,1,"Ministry of Communications
Department of Telecommunications (DOT)",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.03172084826060962,0,0,[],No,1,0.5862990480277289,,GEM/2025/R/598144,https://bidplus.gem.gov.in/showradocumentPdf/8772015,,
37,GEM/2025/B/6924959,https://bidplus.gem.gov.in/showbidDocument/8627051,Trolley Mounted AC Supply ligh...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.0723182852144306,0,0,[],No,1,0.5550652415153636,,GEM/2025/R/598161,https://bidplus.gem.gov.in/showradocumentPdf/8772115,,
37,GEM/2025/B/6680018,https://bidplus.gem.gov.in/showbidDocument/8347180,Thoracic Drainage Catheter (V2...,4342,"Ministry of Health and Family Welfare
Department of Health and Family Welfare",30-12-2025 3:00 PM,31-12-2025 3:00 PM,1,0.9013226716584328,0,0,[],No,1,0.5780818412138601,,GEM/2025/R/598205,https://bidplus.gem.gov.in/showradocumentPdf/8772337,,
37,GEM/2025/B/6361135,https://bidplus.gem.gov.in/showbidDocument/7985492,,3,"PMO
Department of Atomic Energy",30-12-2025 3:00 PM,01-01-2026 2:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598218,https://bidplus.gem.gov.in/showradocumentPdf/8772402,,
37,GEM/2025/B/6964468,https://bidplus.gem.gov.in/showbidDocument/8672044,Zinc Phosphate Cement(Dental C...,30,Health Department Haryana,30-12-2025 3:00 PM,01-01-2026 10:00 AM,1,0.8400662870197941,0,0,[],No,1,0.6136378367791575,,GEM/2025/R/598194,https://bidplus.gem.gov.in/showradocumentPdf/8772269,,
37,GEM/2025/B/6938366,https://bidplus.gem.gov.in/showbidDocument/8642339,Multifunction Machine MFM (V2)...,33,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.09740113024664261,1,10,"[{""phrase"": ""pcr machine"", ""category"": ""Diagnostic"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:77.77777777777777""}]",Yes,1,0.5605905296404688,,GEM/2025/R/598174,https://bidplus.gem.gov.in/showradocumentPdf/8772185,,
37,GEM/2025/B/6753683,https://bidplus.gem.gov.in/showbidDocument/8431481,"CD Mailer,CD RW,DVD RW,SHARP M...",990,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,01-01-2026 3:00 PM,0,0.2507065385229796,0,0,[],No,1,0.5395864019536463,,GEM/2025/R/598199,https://bidplus.gem.gov.in/showradocumentPdf/8772299,,
37,GEM/2025/B/6505309,https://bidplus.gem.gov.in/showbidDocument/8148944,Strawboard Grade 'A' in 2700 G...,225,"Ministry of Defence
Department of Defence Research & Development",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.10744311097684321,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.5972026254253197,,GEM/2025/R/598182,https://bidplus.gem.gov.in/list-ra-schedules/8772221,,
38,GEM/2025/B/6789809,https://bidplus.gem.gov.in/showbidDocument/8472865,,550,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 9:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598187,https://bidplus.gem.gov.in/showradocumentPdf/8772233,,
38,GEM/2025/B/7010044,https://bidplus.gem.gov.in/showbidDocument/8723933,,26,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598185,https://bidplus.gem.gov.in/showradocumentPdf/8772230,,
38,GEM/2025/B/7000072,https://bidplus.gem.gov.in/showbidDocument/8712532,Drinking Water ATM / Water Ven...,1,Rural Development Department Bihar,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.049339914331306745,0,0,[],No,1,0.5591958310773149,,GEM/2025/R/598183,https://bidplus.gem.gov.in/showradocumentPdf/8772227,,
38,GEM/2025/B/6984938,https://bidplus.gem.gov.in/showbidDocument/8695707,Basic Course on Adversary Tact...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.10248499831507864,0,0,[],No,1,0.5293584479157786,,GEM/2025/R/598176,https://bidplus.gem.gov.in/showradocumentPdf/8772195,,
38,GEM/2025/B/6929064,https://bidplus.gem.gov.in/showbidDocument/8631842,,9,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598169,https://bidplus.gem.gov.in/showradocumentPdf/8772150,,
38,GEM/2025/B/6484235,https://bidplus.gem.gov.in/showbidDocument/8124912,Bond Paper (V3) Conforming to ...,785,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.08484240530022079,0,0,[],No,1,0.5839726973398122,,GEM/2025/R/598191,https://bidplus.gem.gov.in/showradocumentPdf/8772249,,
38,GEM/2025/B/6858705,https://bidplus.gem.gov.in/showbidDocument/8551505,KHAKI TC SHIRTS and TROUSERS W...,845,"Ministry of Defence
Department of Defence Production",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.14719357216754336,0,0,[],No,1,0.6379645490017423,CelQuant 5 plus Reagents,GEM/2025/R/598203,https://bidplus.gem.gov.in/showradocumentPdf/8772333,,
38,GEM/2025/B/6866463,https://bidplus.gem.gov.in/showbidDocument/8560415,Toxic Metals and Metabolites i...,730,"Ministry of Health and Family Welfare
Department of Health Research",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.12171377625016709,0,0,[],No,1,0.6688150385578611,CelQuant 5 plus Reagents,GEM/2025/R/598211,https://bidplus.gem.gov.in/list-ra-schedules/8772367,,
38,GEM/2025/B/6785440,https://bidplus.gem.gov.in/showbidDocument/8467921,"Repair, Maintenance, and Insta...",1,"Ministry of Chemicals and Fertilizers
Department of Fertilizers",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.2646680301876971,0,0,[],No,1,0.5553011092488501,,GEM/2025/R/598221,https://bidplus.gem.gov.in/showradocumentPdf/8772417,,
38,GEM/2025/B/6800625,https://bidplus.gem.gov.in/showbidDocument/8484868,"Genr Set 63 KVA,Standard set o...",56,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,01-01-2026 3:00 PM,0,0.38975832427737905,0,0,[],No,1,0.5905277128024876,,GEM/2025/R/598184,https://bidplus.gem.gov.in/showradocumentPdf/8772228,,
39,GEM/2025/B/6381314,https://bidplus.gem.gov.in/showbidDocument/8008479,,960,"Ministry of Defence
Department of Defence Production",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598175,https://bidplus.gem.gov.in/showradocumentPdf/8772186,,
39,GEM/2025/B/6964416,https://bidplus.gem.gov.in/showbidDocument/8671987,Zinc Phosphate Cement(Dental C...,150,Health Department Haryana,30-12-2025 3:00 PM,01-01-2026 10:00 AM,1,0.8400662870197941,0,0,[],No,1,0.6136378367791575,,GEM/2025/R/598172,https://bidplus.gem.gov.in/showradocumentPdf/8772181,,
39,GEM/2025/B/6926489,https://bidplus.gem.gov.in/showbidDocument/8628836,General Purpose Hand Gloves (V...,1448,Agriculture and Co-operation Department Gujarat,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.24099804576730688,0,0,[],No,1,0.5445595335360717,,GEM/2025/R/598167,https://bidplus.gem.gov.in/showradocumentPdf/8772146,,
39,GEM/2025/B/6298772,https://bidplus.gem.gov.in/showbidDocument/7915724,,390000,"Ministry of Health and Family Welfare
Department of Health and Family Welfare",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598216,https://bidplus.gem.gov.in/showradocumentPdf/8772397,,
39,GEM/2025/B/6912079,https://bidplus.gem.gov.in/showbidDocument/8612255,EXTENSION OF EXISTING WATER-CO...,1,"Ministry of Science and Technology
Department of Biotechnology (DBT)",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.09502802189606066,0,0,[],No,1,0.5878516526628615,,GEM/2025/R/598198,https://bidplus.gem.gov.in/showradocumentPdf/8772296,,
39,GEM/2025/B/6985459,https://bidplus.gem.gov.in/showbidDocument/8696288,Customized AMC/CMC for Pre-own...,1,Medical Health and Family Welfare Department Uttar Pradesh,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.028849740212258192,0,0,[],No,1,0.5724064359404224,,GEM/2025/R/598207,https://bidplus.gem.gov.in/showradocumentPdf/8772350,,
39,GEM/2025/B/6926696,https://bidplus.gem.gov.in/showbidDocument/8629084,Monthly Basis Cab & Taxi Hirin...,1,Agriculture and Co-operation Department Gujarat,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.018513975148848148,0,0,[],No,1,0.5780021867681656,,GEM/2025/R/598204,https://bidplus.gem.gov.in/showradocumentPdf/8772334,,
39,GEM/2025/B/6174503,https://bidplus.gem.gov.in/showbidDocument/7777806,Poly-pallets for bag storage g...,60,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.4478424407990464,0,0,[],No,1,0.584024060052985,,GEM/2025/R/598192,https://bidplus.gem.gov.in/showradocumentPdf/8772251,,
39,GEM/2025/B/6484235,https://bidplus.gem.gov.in/showbidDocument/8124912,Bond Paper (V3) Conforming to ...,785,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.08484240530022079,0,0,[],No,1,0.5839726973398122,,GEM/2025/R/598191,https://bidplus.gem.gov.in/showradocumentPdf/8772249,,
39,GEM/2025/B/6858705,https://bidplus.gem.gov.in/showbidDocument/8551505,KHAKI TC SHIRTS and TROUSERS W...,845,"Ministry of Defence
Department of Defence Production",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.14719357216754336,0,0,[],No,1,0.6379645490017423,CelQuant 5 plus Reagents,GEM/2025/R/598203,https://bidplus.gem.gov.in/showradocumentPdf/8772333,,
40,GEM/2025/B/6866463,https://bidplus.gem.gov.in/showbidDocument/8560415,Toxic Metals and Metabolites i...,730,"Ministry of Health and Family Welfare
Department of Health Research",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.12171377625016709,0,0,[],No,1,0.6688150385578611,CelQuant 5 plus Reagents,GEM/2025/R/598211,https://bidplus.gem.gov.in/list-ra-schedules/8772367,,
40,GEM/2025/B/6785440,https://bidplus.gem.gov.in/showbidDocument/8467921,"Repair, Maintenance, and Insta...",1,"Ministry of Chemicals and Fertilizers
Department of Fertilizers",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.2646680301876971,0,0,[],No,1,0.5553011092488501,,GEM/2025/R/598221,https://bidplus.gem.gov.in/showradocumentPdf/8772417,,
40,GEM/2025/B/6800625,https://bidplus.gem.gov.in/showbidDocument/8484868,"Genr Set 63 KVA,Standard set o...",56,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,01-01-2026 3:00 PM,0,0.38975832427737905,0,0,[],No,1,0.5905277128024876,,GEM/2025/R/598184,https://bidplus.gem.gov.in/showradocumentPdf/8772228,,
40,GEM/2025/B/6795667,https://bidplus.gem.gov.in/showbidDocument/8479376,"Genr Set 15 KVA,Standard set o...",16,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,01-01-2026 3:00 PM,0,0.42590519572634294,0,0,[],No,1,0.5805337238226551,,GEM/2025/R/598173,https://bidplus.gem.gov.in/showradocumentPdf/8772184,,
40,GEM/2025/B/6800598,https://bidplus.gem.gov.in/showbidDocument/8484837,"Genr Set 35 KVA,Standard set o...",24,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.3860758913601294,0,0,[],No,1,0.59307291994014,,GEM/2025/R/598155,https://bidplus.gem.gov.in/showradocumentPdf/8772092,,
40,GEM/2025/B/6754523,https://bidplus.gem.gov.in/showbidDocument/8432427,"SAC unit,Dismantling AC,Coveri...",285,"Ministry of Communications
Department of Telecommunications (DOT)",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.11026839700868622,0,0,[],No,1,0.5891370047344789,,GEM/2025/R/598158,https://bidplus.gem.gov.in/showradocumentPdf/8772100,,
40,GEM/2025/B/6487425,https://bidplus.gem.gov.in/showbidDocument/8128448,Steel Shelving Cabinets (Adjus...,294,"Ministry of Communications
Department of Posts",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.0848087802043741,0,0,[],No,1,0.565785415237465,,GEM/2025/R/598162,https://bidplus.gem.gov.in/showradocumentPdf/8772119,,
40,GEM/2025/B/6913753,https://bidplus.gem.gov.in/showbidDocument/8614089,Monthly Basis Cab & Taxi Hirin...,1,Medical Education Department Uttar Pradesh,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.018513975148848148,0,0,[],No,1,0.5780021867681656,,GEM/2025/R/598152,https://bidplus.gem.gov.in/showradocumentPdf/8772086,,
40,GEM/2025/B/6934522,https://bidplus.gem.gov.in/showbidDocument/8637954,Repair and Overhauling Service...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.012853644550654447,0,0,[],No,1,0.6367513456219948,CelQuant 5 plus Reagents,GEM/2025/R/598170,https://bidplus.gem.gov.in/showradocumentPdf/8772153,,
40,GEM/2025/B/6862500,https://bidplus.gem.gov.in/showbidDocument/8555906,,2,"Cabinet Secretariat
NA",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598212,https://bidplus.gem.gov.in/showradocumentPdf/8772372,,
41,GEM/2025/B/6793598,https://bidplus.gem.gov.in/showbidDocument/8477076,"CUPS,CUP AND SAUCER,DESSERT SP...",3153,"Ministry of Defence
Department of Defence",30-12-2025 3:00 PM,31-12-2025 5:00 PM,0,0.14733476015275115,0,0,[],No,1,0.6699970295207605,CelQuant 5 plus Reagents,GEM/2025/R/598186,https://bidplus.gem.gov.in/list-ra-schedules/8772232,,
41,GEM/2025/B/6878062,https://bidplus.gem.gov.in/showbidDocument/8573801,High Pressure Continuous Flow ...,5,Education Department Gujarat,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.17827535682236623,0,0,[],No,1,0.5647693335758867,,GEM/2025/R/598150,https://bidplus.gem.gov.in/list-ra-schedules/8772060,,
41,GEM/2025/B/6974125,https://bidplus.gem.gov.in/showbidDocument/8683087,Plain Copier Paper (V3) ISI Ma...,200,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.0598418859907078,0,0,[],No,1,0.5787218511012108,,GEM/2025/R/598160,https://bidplus.gem.gov.in/showradocumentPdf/8772110,,
41,GEM/2025/B/6938089,https://bidplus.gem.gov.in/showbidDocument/8642043,"Repair, Maintenance, and Insta...",1,Medical Health and Family Welfare Department Uttar Pradesh,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.2646680301876971,0,0,[],No,1,0.5553011092488501,,GEM/2025/R/598206,https://bidplus.gem.gov.in/showradocumentPdf/8772341,,
41,GEM/2025/B/6783778,https://bidplus.gem.gov.in/showbidDocument/8466004,,10,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598168,https://bidplus.gem.gov.in/showradocumentPdf/8772149,,
41,GEM/2025/B/6593200,https://bidplus.gem.gov.in/showbidDocument/8248318,Surgical Micromotor with impla...,15,"Ministry of Defence
Department of Defence",30-12-2025 3:00 PM,31-12-2025 3:00 PM,1,0.9510887166939747,1,10,"[{""phrase"": ""Surgical Glue"", ""category"": ""Overall"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:76.19047619047619""}]",Yes,1,0.6356427316349217,Fluid Stable Reagents,GEM/2025/R/598163,https://bidplus.gem.gov.in/showradocumentPdf/8772124,,
41,GEM/2025/B/6823349,https://bidplus.gem.gov.in/showbidDocument/8510813,Sound Enhancing System (Music ...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 9:00 PM,0,0.23829045202384794,1,10,"[{""phrase"": ""pcr system"", ""category"": ""Diagnostic"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:75.0""}]",Yes,1,0.6348354987740039,AQ 100 / 200 System Packs,GEM/2025/R/598178,https://bidplus.gem.gov.in/showradocumentPdf/8772204,,
41,GEM/2025/B/6883183,https://bidplus.gem.gov.in/showbidDocument/8579525,,50,"Ministry of Defence
Department of Defence Research & Development",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598215,https://bidplus.gem.gov.in/showradocumentPdf/8772392,,
41,GEM/2025/B/6816854,https://bidplus.gem.gov.in/showbidDocument/8503460,,2,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598180,https://bidplus.gem.gov.in/showradocumentPdf/8772216,,
41,GEM/2025/B/6998591,https://bidplus.gem.gov.in/showbidDocument/8710877,,4,"Ministry of Defence
Department of Military Affairs",30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598179,https://bidplus.gem.gov.in/showradocumentPdf/8772210,,
42,GEM/2025/B/6590033,https://bidplus.gem.gov.in/showbidDocument/8244742,,48,"PMO
Department of Atomic Energy",30-12-2025 3:00 PM,01-01-2026 2:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598208,https://bidplus.gem.gov.in/showradocumentPdf/8772354,,
42,GEM/2025/B/6387931,https://bidplus.gem.gov.in/showbidDocument/8015868,"Removal of existing old panel,...",1,"PMO
Department of Atomic Energy",30-12-2025 3:00 PM,01-01-2026 2:00 PM,0,0.15502982541684077,0,0,[],No,1,0.5333289345230109,,GEM/2025/R/598195,https://bidplus.gem.gov.in/showradocumentPdf/8772284,,
42,GEM/2025/B/6650682,https://bidplus.gem.gov.in/showbidDocument/8313889,Steel Filing Cabinets for Gene...,40,Education Department Gujarat,30-12-2025 3:00 PM,31-12-2025 3:00 PM,0,0.12316416911959642,0,0,[],No,1,0.5685189264447179,,GEM/2025/R/598190,https://bidplus.gem.gov.in/showradocumentPdf/8772248,,
42,GEM/2025/B/6914909,https://bidplus.gem.gov.in/showbidDocument/8615405,,6,"Ministry of Defence
Department of Military Affairs",30-12-2025 2:00 PM,31-12-2025 2:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598110,https://bidplus.gem.gov.in/showradocumentPdf/8771890,,
42,GEM/2025/B/6914966,https://bidplus.gem.gov.in/showbidDocument/8615474,,6,"Ministry of Defence
Department of Military Affairs",30-12-2025 2:00 PM,31-12-2025 2:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598083,https://bidplus.gem.gov.in/showradocumentPdf/8771778,,
42,GEM/2025/B/6644295,https://bidplus.gem.gov.in/showbidDocument/8306720,Slitting SAW cutter 3 inch x 0...,223,"Ministry of Home Affairs
Central Armed Police Forces",30-12-2025 2:00 PM,31-12-2025 2:00 PM,0,0.1782857466744346,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.5600885850950755,,GEM/2025/R/598091,https://bidplus.gem.gov.in/showradocumentPdf/8771801,,
42,GEM/2025/B/6875031,https://bidplus.gem.gov.in/showbidDocument/8570363,Sterile Hypodermic Needles for...,38400000,Animal Husbandry Department Madhya Pradesh,30-12-2025 2:00 PM,31-12-2025 2:00 PM,1,0.823325403943298,0,0,[],No,1,0.5944745639541571,,GEM/2025/R/598064,https://bidplus.gem.gov.in/list-ra-schedules/8771707,,
42,GEM/2025/B/6955642,https://bidplus.gem.gov.in/showbidDocument/8662184,,4,"Ministry of Defence
Department of Military Affairs",30-12-2025 2:00 PM,31-12-2025 2:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598143,https://bidplus.gem.gov.in/showradocumentPdf/8772003,,
42,GEM/2025/B/6934852,https://bidplus.gem.gov.in/showbidDocument/8638334,file storage boxes or organize...,134,Women and Child Development Department Gujarat,30-12-2025 2:00 PM,31-12-2025 2:00 PM,0,0.190116068507473,0,0,[],No,1,0.5332126489486904,,GEM/2025/R/598142,https://bidplus.gem.gov.in/showradocumentPdf/8772002,,
42,GEM/2025/B/6977643,https://bidplus.gem.gov.in/showbidDocument/8687581,Foot Operated Pedal Bin or Buc...,380,Panchayats and Rural Housing Department Gujarat,30-12-2025 2:00 PM,31-12-2025 2:00 PM,0,0.19074415191716634,0,0,[],No,1,0.5593173291593785,,GEM/2025/R/598140,https://bidplus.gem.gov.in/showradocumentPdf/8771994,,
43,GEM/2025/B/6898803,https://bidplus.gem.gov.in/showbidDocument/8597299,"Enamel, Synthetic, Exterior (A...",150,"Ministry of Defence
Department of Military Affairs",30-12-2025 2:00 PM,31-12-2025 2:00 PM,0,0.12009688062151612,0,0,[],No,1,0.5703406194362352,,GEM/2025/R/598135,https://bidplus.gem.gov.in/showradocumentPdf/8771981,,
43,GEM/2025/B/6990630,https://bidplus.gem.gov.in/showbidDocument/8702031,,1,urban development and housing department,30-12-2025 2:00 PM,31-12-2025 2:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598134,https://bidplus.gem.gov.in/showradocumentPdf/8771979,,
43,GEM/2025/B/6710413,https://bidplus.gem.gov.in/showbidDocument/8381695,,500,"Ministry of Defence
Department of Military Affairs",30-12-2025 2:00 PM,31-12-2025 2:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598133,https://bidplus.gem.gov.in/showradocumentPdf/8771975,,
